uname,mid,roomid,follower,guardNum,cal
绯赤艾莉欧_NHOTBOT,407106379,21396545,451067,182,217.42813193767415
绿仙Official,403930401,21302479,129154,2,-41.860567195779254
红夜Official,13828649,24645087,4154,17,-244.76216791875402
红晓音Akane,899804,411318,284723,139,145.25784840087704
红被子Akafuton1,2682013,1145005,13957,7,-177.92710884755195
红辣椒啊,385167,4865385,9566,8,-200.87747510316865
约酱Yooo,1202948480,22972786,8904,1,-212.4241763866288
纪代因果_Inga,2143967328,22768399,95693,1,-61.871712768416614
纱依shayi,3461576189282324,26168663,20748,244,84.2090055888799
纱夏sayaka,1227964496,25151262,1978,5,-303.8040481276196
纱夜凛,1572645043,25948616,12834,24,-166.24530849511677
纱箬sariel,1543083238,24160882,36016,88,-36.82504309651108
纱音_Syanon,1394160176,23808442,27966,100,-40.86358186090956
纱鱼sayu,1927037753,23261911,20165,108,-53.597984956706455
纸代棗-やすゆきOfficial,480179246,22403233,41113,1,-115.43335005212714
纸箱宅_channel,155957707,21692594,524,1,-392.02142721404596
织世Tomoyo,7714504,167498,19883,10,-152.4908682720377
织月黛黛,28278764,23578004,166312,185,157.1707600721286
织梦yume,677974610,22607128,10468,1,-202.16463808458775
绊月柒_kissne,287769888,9317196,3520,2,-270.26188857125817
绒米Romi,1738710719,23307008,74264,85,6.0551928744573615
绒音喵_NekoAttacker,145279034,7784770,2300,1,-298.2418769184469
绘星不会撞地球,1629232,11499540,3133,34,-245.64608515363102
绘梨糯Nino,2115413637,25539608,22259,14,-141.3341922079153
绘理纱Erisa,5341246,1909639,10284,49,-155.28895436434152
绥和岁,30153961,1433842,559,4,-384.9221234019667
绪山雪Yuki,358054682,22014808,1865,10,-302.53356454626015
茉茉Official,247586004,21681228,13018,5,-184.3428021520101
绫月汐Shio,5986897,6204892,37002,106,-17.112692716480638
绫濑Official,20966016,23722192,23371,47,-105.24347287269381
绫濑光Official,6747203,3428783,102828,174,115.68754220018138
绮楼Qilou,690608696,23017346,22539,1,-153.54164650623704
绮良kira_Official,482911295,21712635,48013,36,-70.59700271243616
绮里宵koyoi,1401112858,25640067,4121,48,-214.26783827311908
绯叶明依,3526739,1921106,50168,50,-53.81338984907097
绯花爱吃烤面包qwq,7922204,6161127,13491,23,-164.08007001717908
维多利亚official,1027973491,23884290,4796,29,-223.65092147625455
维斯卡Visca,4943067,6175163,16232,35,-140.35349151254172
维柯Volck,31897767,25207795,108,2,-491.1528802003245
维涅塔Vinetta,1055945681,24818161,4699,2,-251.94634305688157
绵月Niro,3280205,67558,1700,12,-306.40648419519096
绵绵Makino,474767851,22324149,4840,1,-251.07192201834312
缇娅阿比斯TiaAbyss,4405549,1322342,3747,1,-267.29973535648026
缇思teath,1680630163,23813058,5473,18,-226.27928908147567
缇比Tibby,1789113291,24954571,14400,1,-181.94604701523656
缇米Official,538901974,25425764,12724,21,-169.79105096810326
不要胡来Hoo,1685991705,25091513,9968,2,-204.26762571887332
缪希Miucy,1556629067,23427118,24962,58,-90.06802932986943
罐宝儿,3493091512158617,26566761,806,17,-348.7218907250798
罗伊_Roi,480745939,21696953,545837,978,1025.518797817705
罗兹Blazing,1315573139,24087754,46797,1,-107.2233844800055
罗耶Royer,40513,727483,7178,28,-199.08559705374125
罗菈Rola,2052064438,22824550,100111,70,9.989809450421035
羊姫桃香奈_Official,1870142497,25887985,7112,21,-206.6712415259168
美月もも,2073012767,23698286,169510,1182,1155.3783005505345
美波七海-official,692283831,22571958,230940,22,14.984497863070715
羽咲Rabi_Official,396316042,23199554,88567,68,0.22202606578923678
羽咲梦蝶,797356,272684,5567,21,-222.19962530916564
羽宙Uchuu,686665614,22845214,11691,14,-182.15917073996775
羽月ちい,1682889553,22870039,16759,10,-163.32780921519907
羽枝小梦Koyume,433189681,22175205,28079,10,-130.60792266890246
羽泽奈奈咩,406861467,24471121,2760,13,-274.68269021771016
羽澄照乌愈Official,1861416807,23114462,80726,20,-53.65506665967462
76483443866556,1202562007,22725037,3551,2,-269.70598061140834
羽蝶酥酥今天被吃了嘛,39952788,7619799,29313,53,-84.88114334237048
羽连音legato,2996496,180305,2925,6,-278.0014452371783
翎洛Likeu,324607600,11771685,16660,12,-161.70344094329914
翎眠眠,8039356,173415,10803,1,-200.16748174310317
翎空_Asora,1878967512,25421885,141,1,-475.2486229500241
翼莉雅Eliya,321515030,10861505,5226,12,-235.20714831849273
耗油HYoo,10632947,23816789,14132,3,-181.13710966242922
耳可Milo,34423885,6485126,47801,36,-70.8775634224379
聿茗_YuM,91659439,24814176,5080,6,-243.0035813277018
肆犬suki,5866210,4480043,13466,37,-150.19766473872858
肆肆_Official,679945,892957,7502,1,-223.28655939730788
胜意uncle,350754158,21799820,17755,40,-129.6676169630863
胡桃Usa,12497617,4788550,277336,87,91.59125194642775
胡桃果粒,1947024575,25714051,7426,31,-193.93211695767263
能美枫铃だよ,2945435,20571,18361,23,-144.53980622633333
喵玖玖CatNine,481694509,21706700,14492,35,-147.54227990225104
臧贺Lunmta,36397742,5901838,78688,7,-68.27620708599079
自由魂儿儿儿,1282271864,23459804,256981,329,328.75842113702197
舒三妈Susam,6853766,3032130,166332,120,92.17838383808578
舞-Mai,1627197427,26093585,3020,3,-278.97503220261075
船儿学姐,71657517,21356789,993,9,-343.4936758995361
艾什Channel,612271,17189,1427,5,-324.5049022519686
艾依Aii,2129926005,24154081,23857,7,-143.93859069727228
艾冰Phoenix,8039394,6747467,5820,6,-234.38187871800437
艾利格兰特,451909151,22807350,202,1,-452.45582798476363
艾喵酱哒哟,41389105,4875121,4725,26,-227.59651194857474
艾因Eine,421267475,21403601,220520,74,64.05734884940944
艾妮INIE,2084828421,24306748,12330,27,-165.78527620355817
艾妮娅Enia,589799673,22671467,18353,82,-85.56743601377298
艾尔莎_Channel,1521415,81004,166404,290,262.20582180735414
艾斯_Vcitizen,36317391,9951905,3991,1,-263.3000635399103
艾沐Official,1189884570,26278833,1067,8,-339.9367636674688
艾玛莉莉丝-channel,1569389574,23809412,10535,13,-189.76014211649237
艾玫Aimer,1129165390,24394207,13096,12,-176.96406165216854
艾科索Axl,6223905,1497463,22755,5,-148.93695255942305
Aeroides艾茵,1516083,21880124,2684,3,-286.4529742209943
艾薇塔_Official,770719,304143,3163,8,-271.04188744242197
艾薇妮雅AVENIYA,1145291829,22701393,5595,7,-235.88154544470194
艾诺Aurora,41654706,9447200,10273,63,-141.35680473808884
艾露露Ailurus,1501380958,22746343,246145,187,184.02706297511213
艾鸽泰尔德,1485569,1184275,23333,105,-47.346641788916486
芄Makino,140543,561668,16803,30,-143.16157349633852
芊绫喵,341122517,23896124,10380,9,-194.6998676639596
芋泥cookie,2078225540,24077982,2018,2,-305.5347364620807
芋言Lila,2064389464,25669748,3102,39,-241.27653140710686
芙喵-ネコフラン,2522465,22746200,5402,14,-231.10714452204775
芙希希CcZi,11794236,22620570,3966,4,-260.69845620434444
芙拉_Fula,1315870194,23106228,14990,48,-132.40021332447282
芙瑞free,1589833236,25072336,35408,72,-53.90445985076133
芙芙hana,43596222,1436328,25063,13,-134.81202098600954
芜狐WUHU,10675863,8678426,11523,53,-144.07683990131147
芝士饿晕了耶,17992194,5573692,17036,41,-131.28847243186726
凛酱的B站号,3259819,866709,8775,8,-206.3494261356202
芥茉辣酱,431493530,24308005,8635,11,-204.36909199717854
芮朵Reddo,2127500738,26048304,5246,7,-239.96497842893962
亚哈Ahab_Channel,427275473,21398753,53786,2,-97.39847778233252
花丸晴琉Official,441381282,21547895,464748,94,131.32248817856146
花乱悠莉,1598630768,24742998,2194,9,-293.2332639710499
花云凛_propro,1340967709,23149132,49965,12,-92.0704523086406
花信Kasin,356651009,25649533,3901,18,-247.74614751727802
花可落_kora,39876273,1396048,5862,9,-230.9259959114289
花园花玲,7966,597450,1523425,53,165.59230244811044
花园Serena,380829248,14327465,611637,57,111.73489533994211
花奏Kanade,1026919409,24242345,3924,4,-261.3734435685549
花守海露希Official,476542825,21665984,45656,4,-105.78835420547114
花宴ichika,1274610906,22898287,2963,1,-282.183091483836
花崎Haki,1284818028,23299427,19143,8,-156.89550231318867
花崎千代Copy,1486124092,23177470,3726,1,-267.6560590563588
花崎宁宁,1641117,102439,8406,2,-215.073155613175
花川玫玫,1153283989,24521262,1637,14,-306.80065539467006
花月Hana,483430868,24436826,6481,35,-198.56165175968283
花梦玛丽亚Official,1784943007,24246499,2838,2,-283.91580202055275
花楓kae,350764795,24567147,3161,13,-266.0819886455298
花樽栗守,1988157612,23865096,17843,15,-154.3541605124475
花沢祈,669374700,25006396,10177,9,-195.95205605443152
花洛栗栗子,640283,806683,26543,51,-93.17454714395637
花满Official,690804827,22545602,177717,74,50.37588268510467
花田田甜,8247516,24093696,8639,9,-206.33972994964677
花留Karu,370687588,22111428,103015,3,-55.197265121306145
花筝Anly,13928503,410708,50901,8,-94.89376039171952
花臼usu,9983449,8707460,15922,428,251.42397884971638
花花Haya,269415357,7688602,422677,303,334.3066505257832
花谱_kaf,488970166,22030718,255994,4,3.514448712558078
花雨春绘,1657906522,23696756,157703,88,56.80092168113765
花露十一,480918808,21722717,1984,4,-304.61202375063857
花香咲Official,1393211314,22887091,14104,1,-183.26284989347334
芳乃推Official,27176897,22835709,7427,3,-221.92357996176668
芷小菡,12344466,1011107,3016,28,-254.05906137329453
芽千千ガチチ,1514013,209729,1937,1,-309.1320149399965
芽衣子OwO,1222755399,24568787,7364,43,-182.46366841482188
苍南Channel,263031381,11847176,1084,3,-343.9346042612259
苍崎夏露Official,2108754496,22661912,3457,11,-262.40688170896897
苍火Aoi,9962651,5575423,9800,7,-200.3452720606407
苍苍苍Aoi,443287,828675,8479,6,-210.52494965092615
苏了个妹,5963844,8112629,11679,1,-195.22427985993897
苏娇柚,646279422,22610298,11652,5,-191.37102031377083
月神苏格_suger,394688237,24830547,9679,37,-171.1329406959477
苏梦瑶-official,150123190,22892087,6076,9,-228.65274184042698
苏清海_Official,2268234,274303,20065,57,-104.91317327675563
苏酥_SUSU_,1077738277,23208003,10671,10,-191.94692715690985
若葉绮凛Kinory,21204997,5773456,3015,4,-278.08008607917446
若音Yiotuo,1269219413,25811051,2483,6,-288.3880753987823
英兔EITO,629586440,22898094,5457,12,-232.464906780393
苳灵Alma,1968726571,24816392,17627,44,-126.1263380869749
苹果R1ngo,82579091,3916035,1210,20,-319.96298451334417
苺病くすりOfficial,521287997,22193993,111061,1,-52.42926867793233
茂Sigeru,2064099563,24762598,125260,110,64.19851067543414
范塞尼尔_VamSenior,2042629175,24963677,44788,31,-80.00530369090245
茅谷雨芽_official,1476883988,25274099,17167,3,-168.80281675182312
茉伊_Moi,25050531,11368537,2443,1,-294.41773668225926
茉吱Mojuko,1968783589,22926711,526727,41,86.25934807105716
茉柚suki,498531795,24852703,1348,1,-332.1156797206592
茉白茉莉_MashiroMari,1531735495,23352848,15338,8,-170.94517716020744
茉离Official,648809981,22426817,16384,6,-168.76256253499264
茉莉奶芙Molly,8491226,24567,55737,50,-47.139473077410685
茉里Mari,690608686,22605463,95685,80,17.122986726820045
茜茜甜兮兮,649833,45940,32556,45,-86.22854458086454
茶冷_Channel,741520,33942,244559,19,15.617232404586957
茶璃_Chari,158146362,8703333,2780,2,-285.22492649619113
荀异,659401,19064,43597,90,-22.714054515436374
荆棘鸟-纳星Nothing,3914363,66858,17067,4,-168.17320981325076
草履虫para,934940,6873375,35275,16,-110.14305215588774
草木青w,3461579070769690,26257851,10250,100,-104.49890877848043
草药呐喵呜,32946464,24531089,7416,30,-195.0175502006233
草莓奶冻卷,848398,101519,11863,13,-182.233213888686
草莓猫Taffy,1210816252,26421197,63607,96,7.234356310849535
荔枝Yuribiu,1211921847,24849234,7770,43,-179.0611868908686
莉夏Lecia,11771366,1114551,40603,42,-75.2247353336137
莉奥拉Liala,1518296186,23501664,35074,46,-80.50534400586628
莉姆丝OvO,664047468,22772718,82463,56,-16.30534383213262
莉姬LIJI,387108043,15142311,108187,39,-16.091514514860933
莉娅Eliana,873389,22509049,24127,55,-95.22509533776667
莉泽Official,436596841,21463249,183415,2,-19.623280044703392
莉莉姆Lilim,364245,691494,641,2,-378.24393243122955
莉莉安Lllian,164967923,25369913,2058,13,-293.29033930062076
莉莉安_Official,661461705,22487947,81524,37,-36.031416638642554
莉莉斯lilisi,7209795,70894,7140,11,-216.42212529184792
莉莉洁想吃点心,1055615738,23245332,8355,36,-181.45898103873003
莉莉雅ria,1253390522,25364137,1287,6,-330.05161223840554
莉香_Rika,19076344,23329350,14745,1,-180.4449990327895
莓可_Meiko,386201604,26309160,1761,25,-291.17140732134055
莓里_Channel,473967891,23091156,13718,6,-180.02217491504257
莞儿睡不醒,1875044092,25512476,75086,141,62.75308810360241
莫熙呐,398655122,21713184,77364,141,64.64795134525252
莱妮娅_Rynia,703018634,22605289,42111,128,13.087274604034405
莱恩Leo,1116072703,25788858,79509,66,-8.618143187014653
莱斯威特LieSweet,62294084,4058508,6143,7,-229.95745702620695
莱茵Rhein,1569210258,24072914,11164,10,-189.08349569879613
莲汰-AiTeN,6365248,479283,17880,3,-166.22282771067614
樱樱不是咕咕,926723,7224171,17484,1,-169.64277169066486
菌菇酱_Rita,3345849,879049,6014,7,-231.30300395102677
菜菜子Nanako,595407557,22359795,744692,2,69.21402770641225
菟子苓Doreen_,1462391335,23188895,6241,7,-228.95401230718164
菩提仔Puti,17799504,1905338,8618,1,-214.49403262765532
菲莉丝_Phyllis,1244296084,23365207,39041,56,-63.71189067597504
菲蕾嘉official,915387,830769,4789,5,-247.7435245182786
菲诺尔noel,571454,5864437,1864,4,-308.567568301433
蒙兔丽莎miya,1063487269,24907139,8963,14,-199.00545879594324
萌糖Official,492472287,22127767,6244,2,-233.92354374432057
萝北北_,1389464337,24477947,6514,13,-220.23965029798626
萤喵w,174589427,5018957,26569,49,-95.1124745377025
萤失Hinano,567708,948325,33441,10,-119.52809263493975
萤笼Official,10847989,2067606,17556,16,-154.38222337876493
葉荷Hani,1881866,4010880,12049,23,-171.24687750166424
葛城奇跡,1742274827,24998830,4299,3,-256.58686877413584
葛叶Official,434563422,21449065,432038,5,37.69544358873213
葡冷尔子gagako,1376650682,22857429,57712,105,10.068173559286379
葵Shiro_Official,2006314323,25881219,70751,13,-69.0171483902111
葵葵野,3461565198109526,25722875,2527,2,-291.2744339915885
蒂莉雅回家家,2126507529,23527503,25683,96,-50.26273804576829
蒂诺Valentino,626405217,22382334,14932,1,-179.64599934181433
蒲公英_Tannpopo,1010318732,22686795,8598,12,-203.6413375266352
蓝耳朵不蓝,24271380,5190049,9578,5,-203.79799327077808
蔓Aoede,1630494154,24715515,15513,92,-86.22590588852142
蔻蔻ここ,1920016963,23848133,2084,18,-287.4943848578355
蕾塔Official,512921184,25383682,4784,22,-230.80975245702837
蕾娅-官方WACTOR,1589583375,25483301,9728,1,-206.81278749334285
蕾尔娜Leona,473244363,22992234,793330,149,220.2252548053891
蕾米Remi,690608687,22778596,113712,15,-36.933704764772756
孟辞柯Dubhe,9969774,2267110,15192,12,-167.55156239199948
蕾菈Layla,666946916,23195972,4072,27,-236.02620200819524
球球Iro,1097496558,22882795,3173,9,-269.8417610136255
蕾蕾大表哥,867152,81414,357755,104,124.73407290379419
我真的很可爱喵,1545968622,24936109,20850,29,-130.48007499381163
薇Steria,1112031857,22924075,44052,160,47.94419051025841
薇拉Vera-Official,532791,23092710,115703,109,58.16676878106705
薇拉_Xaviera,1279798292,23364521,14702,27,-154.63015894298235
薛定咔Shoka,11013822,24447954,19361,17,-147.17758481452688
薰Kaori,1253998528,24153986,16270,6,-169.20524210649057
藤原兔海゜,54731382,1857384,24209,22,-128.0099842409718
蘭葵Ranao,21505,657572,1408,5,-325.3547209720796
虎Harima,19721846,22053975,3652,5,-264.92788267527794
虎丸幼一,205083578,7321399,31364,1,-132.59342449995847
虚拟小萨,6415072,43241,311626,147,158.98204248969205
小希Channel,5563350,4138602,561389,92,141.29993671680438
虚研社经纪人Official,636674318,22908657,12930,1,-188.7728330900418
虞莫MOMO,1811071010,25512485,76147,311,233.6426889665927
蛇目Janome,1186762218,23599702,11660,9,-187.32750624205573
蛋花天天开心,657528,22942959,4534,32,-224.21258671032217
蛋蛋布奶Neko,358336849,23271955,18958,40,-125.51118653017659
蛙吹Keroro,613345189,22344968,95117,146,82.74551367750792
蜜兔Miria-8-,5430008,25804137,1789,2,-313.17127390554725
蜜汁粥粥_,699327470,22578273,40986,83,-33.629498760942056
蜜球兔,1750561,8721033,106192,40,-16.271542888546264
蜜瓜Melo_Channel,1267348553,24223148,28666,30,-109.29619026736759
蝉堇,8531826,3550831,40377,9,-108.57861128322429
蝶太,1697694,602283,81976,66,-6.68087384959631
蝶蝶Hikari,697737710,23369901,59586,109,16.094153716731626
蝶蝶狐_Chouko,744031,14009974,57121,31,-64.58442161508447
螃蟹那由,378606811,22341433,53337,2,-97.9299559280912
伊吹梅莉meiri,21292023,1839898,6636,2,-230.06322110692474
受杰_Channel,38549653,1122827,1617,3,-318.58001370281147
血狼墨雯,3034238,21577332,15187,40,-139.57243207190095
衣娅,282875499,22387734,38189,79,-42.1108027962656
衣笠雪绘,889399,53915,13307,49,-138.95071583612673
裁月电量百分百,1599964809,26511839,7751,36,-186.21640892575215
装甲车Machinegun,650899373,23459697,33706,2,-127.02766559491988
裔书Izu的旧书区,10759587,22143763,3969,1,-263.65051669355364
褚斐易,1209958561,22807430,16480,7,-167.3921622604165
西困シークン,535848,66061,8069,2,-217.6672412804047
-西娅Thea-,696050763,22562929,10119,1,-204.3144141555333
西西里亚CCelia,3461564264876150,25638424,6030,29,-209.13455483167388
西诺polpooo,13272796,1140818,1904,9,-302.22144554672695
西魔幽Yuu,476725595,21775601,64656,130,42.27141427597735
见习医白忆寒,12348381,772042,825,2,-362.24469330638124
见风kaze,12070947,944614,161756,17,-12.590271002359827
言玉楼Yulo,3493090323073043,26552829,8097,13,-206.44761963310043
詩千帕拉ShiChiPara,574400,706374,1999,12,-296.13449199267467
讷豆nedo,1433861752,25307112,5848,1,-239.07759290936247
许亦真_REAL,1553780731,23965951,80850,37,-36.557755158666964
胡椒熊Pepper,10293305,519508,2511,4,-289.6771348294091
诗乃鲤Shinokoi,1766160737,25357567,5989,45,-193.56710497443305
诗小雅Official,36576761,6129586,75458,83,5.0664164063357475
说说Crystal,283886865,9234980,113220,299,246.79138602124726
诺可Noko,393885664,22882574,27259,112,-30.486986081794157
诺娅Sukie,1512788587,23388273,35315,66,-60.071200611152335
诺尔Official,1027581210,23110066,748,4,-366.45665119641814
诺拉Nora_Heitis,650663945,22550560,180611,21,-1.600007619277335
诺白Hasaki,670052102,23249372,9582,2,-206.77152145410957
诺莺Nox,529249,282208,118955,89,39.92413482663085
谷咕咕-official,1666306454,22637415,3989,9,-255.33184298919718
豆包软软,1252992677,22894592,10212,25,-179.73438945188877
豆叮儿的录播姬,1339550497,25763917,1295,8,-327.65873723992735
豆团子_Channel,4711217,5469741,11168,31,-168.06078389486345
豆花小呆,1621099021,26110195,2447,35,-260.31401477773466
貓小涼nya,7664000,6921482,8943,34,-179.14708735925217
贝利亚尔belial,528497581,22102233,8375,9,-208.30739698564685
贝尔会发光,1640010859,24997621,5803,14,-226.5673387143155
贝尔蒂Biety,905594,542382,2258,6,-294.4103171854109
贝拉kira,672353429,22632424,570309,567,617.2993901251139
贝莉娅Berial,1461919177,23895762,16691,8,-165.58557937596834
贝萨Bessa,592726738,22288476,34420,20,-107.69867937686536
星陵Betty,323774877,21732370,52849,34,-66.51269598460249
贝贝web,18070579,4690784,14366,8,-175.09591846095702
贪吃羊大作战,417826,5666144,246,1,-439.96198062188824
赛拉Sera,15299208,24008492,15991,24,-152.30186285637137
赛薇琳XaviRynn,7396511,512301,609,2,-381.49072182719254
赤伞kasa,1326080431,24792424,12431,3,-189.26805674440527
赤琥Akakora,480820393,21697031,22935,8,-145.43740959421734
赤羽根茜Akane,1815640545,24346322,15881,6,-170.73949009598505
赫拉Kris,47791562,22861834,25167,83,-64.54948427798683
赫拉拉official,1039584302,24025188,6360,17,-217.7565161884138
赳栗娅,297293105,23789885,4281,30,-229.85288315041043
超级无敌玫菈大人,1600260795,25488129,24279,18,-131.82692851241438
路伊丝Louise,1324211803,23126335,21098,30,-128.73041430947285
路希维德Wiede,2006452883,24778741,257602,139,138.91144375577596
路理Kuri,646432928,22918711,29243,1,-137.0327248067489
路菲比Febee,1296133469,23332935,65636,60,-26.774833049654376
路西想恰甜甜圈,12587793,149619,4180,1,-260.36658228210797
輝夜月Official,265224956,7602132,247333,1,-1.667677842080252
輪廻巡るofficial,1019808284,24439303,425,1,-405.29754669019195
墨子伦Channel,3523971,16649,2092,1,-304.2514726832829
软桃桃_Official,1964786482,22627061,22353,30,-125.06701706133549
布丁喵Official,1422451239,22715167,108550,85,30.120855514428058
软软Rakki,625978,7111251,20702,5,-154.93171340736978
软软riu,504140200,23174842,31380,47,-86.56108993340274
软软今天摆烂了吗,2847434,10339192,2124,9,-295.28902535826
冰冻糯米糍_,10207746,4766516,3245,3,-274.4192021126387
轴伊Joi_Channel,61639371,21484828,109084,140,85.43198031976408
轻叹ww,2093232,994304,471966,109,147.29958525994368
轻轻QwQ_Channel,20592787,2676832,5945,1,-238.0346117014824
轻鸢白羽,3921433,290889,1390,2,-329.17045774369166
辛梅尔Xinmer,1721774,6608174,13457,29,-158.24005228998624
辛西娅_Cynthiaa,15225468,23389000,53900,21,-78.26424301272459
辞镜Tsuki,1596550204,24407954,38612,15,-105.41241420279675
辣奶火锅,1164726515,25062472,4540,31,-225.128742748356
辻蓝佳音瑠_channel,2123631024,22865391,63344,56,-33.02833124346921
达妮娅dani,1962374457,26012405,8555,63,-152.959206786913
达莲Darlen,2067739276,23539828,33946,73,-55.57783221725845
过秋Goqiu,5005356,22658014,2487,6,-288.28602306286416
还有醒着的么,2100679,56237,461859,124,160.92714647813875
这是亦枝YY,147471,10317,40872,28,-88.80608760192581
冰糖IO,198297,876396,1453955,96,205.63319240691374
迦黎娅Garyia,1536225244,23179536,16381,5,-169.77417248466645
迷小蝶Official,524575529,22355325,2586,2,-289.8111967383637
迷柚_mio,551527845,22810269,24640,79,-69.89118512115135
铃月澪Azlier,11187227,12320762,12231,9,-184.29638193970118
速冻猫犊子,545511,10360,29973,56,-80.46948700756855
速水静-official,504460731,22074032,4221,1,-259.74774627738964
威严满满的逸酱,16683872,4495259,11154,13,-186.14031082940176
遊流_yuru,1172602599,24581791,27951,88,-52.897596562084914
遗蝶Official,54393198,8220313,10802,9,-192.17335075491008
遥光Haruka,383784478,22926022,5260,3,-243.79600821660665
邀墨やも_channel,261648990,22536273,1674,3,-316.38362268346674
邪恶の呆毛,8099542,62368,14909,3,-177.7437306704395
酒菜禾子呀,1734677911,23245990,17959,62,-106.94332169141217
酒酒井Anri,6640131,15748,159237,64,33.41464263428065
酥壳Sarika,44062985,22858498,36742,72,-51.55975466871291
酱油_Shoyu,614689344,25758597,346,8,-411.33578166134026
酸菜鱼布朗尼_239,1691240717,22868754,8848,7,-206.82417771348184
里奈Rina,7591465,873642,126521,55,9.83357105296568
野野宫のののOfficial,441403698,21671418,106134,2,-54.30618019242297
野野垣蓝理,1573017790,23904225,16403,2,-172.68908218394836
量子少年-慕宇,1230039261,23905374,76739,64,-12.866317906678887
量子少年-楚枫,1757836012,23905403,44400,110,-1.5569329501520315
量子少年-泽一,1535525542,23905421,42670,14,-100.07666275005829
量子少年-祥太,1461176910,23965761,44614,387,275.74790957213236
金克茜Jinxy,628292885,22459139,55122,7,-90.8429143857303
金切遊楽Channel,697456406,25393774,17901,26,-143.1484083175419
金城院花恋Official,1252264991,23204664,37983,16,-105.45372229005773
星月千雪-筹备中,29530957,9425842,14129,1,-183.15056990804771
金鱼姬Kingyo,31342415,21637980,1485,1,-325.97901875158686
金鳌珍宝_海蛟,185333,868755,7471,5,-219.54908565233416
鈴宮鈴,480432362,21685677,198097,113,96.25886642391208
鈴木玲子_Suzuki,17661166,21925332,84266,44,-26.934080810263936
鈴木骨兔,443039029,21515803,2485,3,-291.33702869715177
鈴羽ハトChannel,1682261,63765,3201,5,-273.2847445659107
啵啵小早w,431440579,22817105,3316,2,-274.04697966942126
铃鹿诗子Official,458154144,21575231,80915,1,-72.50680470310749
钉宫妮妮Ninico,8881297,55634,385403,202,227.45364152792854
钟墨yoro,14200670,707073,2289,2,-297.54582171500726
钟晴要变强,3461566332668663,25935803,59426,25,-68.07631659065737
钠镓Official,24114220,1151695,11216,5,-193.7888749720048
铃伊_Rei,1263271233,22993378,13232,38,-150.30905734549583
铃兰兰_suzuran,1730842065,23250369,1269,1,-335.9445847469078
铃原露露_Official,666726794,22470215,82206,1,-71.50324159345428
铃圆Roki,2129498611,26155833,14907,38,-142.75223617085476
铃木桃织Suzuki,490794838,23451190,1011,6,-345.3547231141021
铃木胜Official,586880205,22232169,68728,15,-68.85638146224562
铃果Official,416203727,21376408,54817,1,-97.19469218268375
铃菟SuzuNo,6406913,236999,1092,7,-339.4684256902725
铃音_Official,39267739,4316215,185953,116,95.24800134634927
铃音宁宁,3461574394120768,26204808,10303,52,-152.17192902388263
铃音舞梦_official,1238492302,23627877,11457,3,-194.44101844834415
银杏_Official,679318148,22543845,5010,4,-245.88327829539708
银杏Kyou,1344926320,24572617,92638,28,-36.92877179002812
银银子deisu,4832930,6359757,44027,1,-111.09179990840119
锦年Genie,1137238341,24281381,24120,28,-122.24349233667283
锦里姬_Official,626934757,23705315,10856,18,-182.85719902396772
长乐泠Rinnya,13151907,893591,12855,4,-186.14165321102064
长安唐棠,8173234,52384,1909,12,-299.0551721757876
間宵雫_Official,1602464609,24619420,8260,12,-206.18399646294745
阳炎_Official,692900,553385,3056,8,-273.2237396718415
阳绫Themis,1439938649,24956917,8985,25,-187.8500319296004
阿买official,1428441528,25038149,6121,27,-210.18491976204223
阿伊蕾特Ayelet,117906,11306,32051,47,-85.21969575881849
呐是阿允,36230471,21387511,689,1,-374.66570341773405
阿卡娜Akana,1408868907,25479738,20719,40,-119.87967216932543
阿喵吃喵喵,449174986,22184511,39991,67,-51.18762452676219
阿塔斯_Altas,1840878197,22700048,5809,12,-228.50182027927337
燐歌_Rinka,674955196,22729526,11980,4,-190.6109885361575
阿嬉不甜了,51299730,1817718,13050,20,-169.18714763159676
阿尔狄娜-Aldina,515640590,25986072,4994,22,-228.08607734876193
阿尼_Arni,489772340,21772091,12724,3,-187.79105096810326
ENIAC_阿希娜Emma,1258178536,24288012,3537,1,-270.95643240437255
阿斯蒙蒂斯_Asmodeus,3337432,65243,2463,1,-293.9008157591579
阿暖暖OwO,472056419,21596963,21101,38,-120.721399877836
阿曼达Dice,2993393,26037074,409,5,-403.73045910688637
阿梓从小就很可爱,7706705,80397,740804,1775,1841.8821523424035
阿比_official,75767058,25235792,17615,9,-161.16951384484355
只是琳琳子,865868,464422,8530,5,-211.14474979320505
阿绿Midori,703055595,24071352,45596,39,-70.87172773258726
阿芙涅尔Nier,1566120165,25068664,20676,22,-138.0113886075701
阿芙罗拉Lola,82134582,25183204,2568,1,-291.2540390510554
阿莉娅Aliya_,700818858,22608344,11621,12,-184.5399199968698
阿莳Komaki,2103954767,22846258,5988,1,-237.57769193279444
阿萨Aza,480680646,21696950,1242679,2107,2206.678257767052
阿藻Rera,7391608,22791744,19717,19,-144.0224067390186
倦糕糕,2222400,3042926,1475,7,-320.4073987597335
恶龙霖,1154601644,23069409,5748,2,-239.1711005275888
阿鹤-Crane,1795716989,24967779,15197,60,-119.53069957960952
MOKONA010,7239,593688,5363,12,-233.5665241444825
阿黛不太呆,410124536,21368856,24779,54,-94.53453592794665
陆溪Lexi,1728950,13275,8494,11,-205.41288929063808
陆千_Rikusen,195742895,8797139,1089,3,-343.6428412060503
